Date coded,Coder,Recording,Chunk,Block,Part,Length (ms),include_exclude,confidence_level,sounded_happy,sounded_soothing,sounded_loving,sounded_exited,Original Label,Duration,Comments
14:15:33 22Jan2020,TSMA26,2109,chunk3,FA1,3673484-3676022,2.538,unlabeled,2,1,1,1,1,T,17,None
14:15:54 22Jan2020,TSMA26,2109,chunk3,FA1,3676723-3677069,0.346,unlabeled,2,2,1,1,1,T,18,None
14:13:41 22Jan2020,TSMA26,2109,chunk1,FA1,3593258-3593900,0.642,unlabeled,2,1,1,1,1,T,28,None
14:12:47 22Jan2020,TSMA26,2109,chunk1,FA1,3544029-3545144,1.115,unlabeled,2,0,0,0,0,T,18,None
14:13:08 22Jan2020,TSMA26,2109,chunk1,FA1,3579785-3580395,0.61,unlabeled,3,0,0,0,0,T,18,None
14:29:34 22Jan2020,TSMA26,2109,chunk32,FA1,31670300-31670760,0.46,unlabeled,2,1,0,1,0,T,12,None
14:29:20 22Jan2020,TSMA26,2109,chunk32,FA1,31660680-31660968,0.288,unlabeled,3,1,0,2,0,T,10,None
14:19:08 22Jan2020,TSMA26,2109,chunk7,FA1,4184903-4185702,0.799,unlabeled,3,0,2,0,0,T,19,None
14:17:39 22Jan2020,TSMA26,2109,chunk6,FA1,4104430-4104798,0.368,unlabeled,3,2,3,3,2,T,12,None
14:18:01 22Jan2020,TSMA26,2109,chunk6,FA1,4127990-4129054,1.064,unlabeled,4,2,3,3,2,T,19,None
14:18:20 22Jan2020,TSMA26,2109,chunk6,FA1,4132669-4133090,0.421,unlabeled,4,2,2,2,2,T,17,None
14:18:42 22Jan2020,TSMA26,2109,chunk6,FA1,4137008-4137831,0.823,unlabeled,3,1,1,1,0,T,19,None
14:16:49 22Jan2020,TSMA26,2109,chunk6,FA1,4095542-4095903,0.361,unlabeled,3,1,2,2,1,T,24,None
14:17:25 22Jan2020,TSMA26,2109,chunk6,FA1,4102388-4102896,0.508,unlabeled,3,2,2,3,2,T,17,None
14:17:04 22Jan2020,TSMA26,2109,chunk6,FA1,4098584-4098812,0.228,unlabeled,4,3,2,3,3,T,13,None
14:16:19 22Jan2020,TSMA26,2109,chunk5,FA1,4030674-4030807,0.133,unlabeled,4,0,0,0,0,T,18,None
14:25:16 22Jan2020,TSMA26,2109,chunk21,FA1,22855732-22856108,0.376,unlabeled,2,0,1,1,1,T,14,None
14:37:56 22Jan2020,TSMA26,8787,chunk13,FA2,9143766-9144855,1.089,unlabeled,3,2,1,3,3,T,12,None
14:37:43 22Jan2020,TSMA26,8787,chunk13,FA2,9132966-9133988,1.022,unlabeled,4,4,2,4,3,T,12,None
14:37:15 22Jan2020,TSMA26,8787,chunk12,FA2,9057065-9057565,0.5,unlabeled,4,2,2,2,3,T,17,None
14:37:28 22Jan2020,TSMA26,8787,chunk12,FA2,9088700-9089200,0.5,unlabeled,3,1,0,1,2,T,11,None
14:39:11 22Jan2020,TSMA26,8787,chunk18,FA2,9500970-9501470,0.5,unlabeled,2,2,1,2,2,T,17,None
14:39:31 22Jan2020,TSMA26,8787,chunk18,FA2,9526050-9526600,0.55,unlabeled,2,1,2,1,2,T,18,None
14:38:48 22Jan2020,TSMA26,8787,chunk17,FA2,9390142-9390804,0.662,unlabeled,3,4,3,4,4,T,11,None
14:44:20 22Jan2020,TSMA26,8787,chunk38,FA1,25687416-25688388,0.972,unlabeled,4,1,2,1,1,A,24,None
14:43:54 22Jan2020,TSMA26,8787,chunk38,FA1,25684779-25685401,0.622,unlabeled,2,1,2,1,1,A,16,None
14:38:31 22Jan2020,TSMA26,8787,chunk14,FA2,9202608-9205123,2.515,unlabeled,2,2,1,2,2,A,16,None
14:38:13 22Jan2020,TSMA26,8787,chunk14,FA2,9183157-9184142,0.985,unlabeled,2,1,0,2,1,T,14,None
14:39:57 22Jan2020,TSMA26,8787,chunk20,FA1,14545620-14546254,0.634,unlabeled,3,1,2,2,1,C,21,None
14:40:10 22Jan2020,TSMA26,8787,chunk21,FA1,14601533-14601986,0.453,unlabeled,3,2,2,2,2,C,9,None
14:40:42 22Jan2020,TSMA26,8787,chunk21,FA1,14654466-14654861,0.395,unlabeled,3,2,3,2,3,C,27,None
14:42:34 22Jan2020,TSMA26,8787,chunk31,FA2,19487165-19487565,0.4,unlabeled,3,2,2,2,2,T,9,None
14:41:38 22Jan2020,TSMA26,8787,chunk27,FA1,15261275-15261815,0.54,unlabeled,2,2,2,1,2,T,9,None
14:41:28 22Jan2020,TSMA26,8787,chunk27,FA1,15247140-15247970,0.83,unlabeled,0,1,1,1,1,T,9,None
14:42:03 22Jan2020,TSMA26,8787,chunk30,FA2,19405200-19407670,2.47,unlabeled,2,2,1,2,3,T,21,None
14:42:22 22Jan2020,TSMA26,8787,chunk30,FA2,19437965-19438269,0.304,unlabeled,3,2,2,2,1,T,18,None
14:42:43 22Jan2020,TSMA26,8787,chunk32,FA2,19515289-19516639,1.35,unlabeled,2,3,3,3,3,A,6,None
14:43:18 22Jan2020,TSMA26,8787,chunk32,FA2,19543969-19547395,3.426,unlabeled,3,2,3,2,3,C,21,None
14:42:54 22Jan2020,TSMA26,8787,chunk32,FA2,19535129-19537143,2.014,unlabeled,3,1,1,1,2,C,9,None
14:44:37 22Jan2020,TSMA26,8787,chunk47,FA2,28186905-28188000,1.095,unlabeled,4,4,2,4,4,T,11,None
14:43:34 22Jan2020,TSMA26,8787,chunk37,FA1,25568287-25570482,2.195,unlabeled,3,1,1,2,1,C,12,None
12:17:08 20Jan2020,TSMA21,6216,chunk12,FA1,6393264-6394664,1.4,unlabeled,4,4,4,4,4,T,6,None
12:17:19 20Jan2020,TSMA21,6216,chunk12,FA1,6441319-6443908,2.589,unlabeled,4,4,4,4,2,T,9,None
12:17:00 20Jan2020,TSMA21,6216,chunk12,FA1,6383249-6383509,0.26,unlabeled,4,2,2,2,2,T,9,None
12:20:05 20Jan2020,TSMA21,6216,chunk28,FA1,17832815-17833135,0.32,unlabeled,4,4,4,4,4,T,6,None
12:20:15 20Jan2020,TSMA21,6216,chunk28,FA1,17847385-17848000,0.615,unlabeled,4,0,1,0,0,T,9,None
12:20:31 20Jan2020,TSMA21,6216,chunk39,FA1,24007921-24008439,0.518,unlabeled,4,0,0,0,0,T,13,None
12:18:16 20Jan2020,TSMA21,6216,chunk15,FA1,6611372-6612953,1.581,unlabeled,4,0,4,4,1,A,12,None
12:17:46 20Jan2020,TSMA21,6216,chunk14,FA1,6531076-6532705,1.629,unlabeled,4,4,4,4,3,T,7,None
12:17:38 20Jan2020,TSMA21,6216,chunk14,FA1,6527624-6528366,0.742,unlabeled,4,2,1,1,1,T,14,None
12:18:00 20Jan2020,TSMA21,6216,chunk14,FA4,6554480-6554900,0.42,unlabeled,4,4,4,4,3,A,10,None
12:18:51 20Jan2020,TSMA21,6216,chunk22,FA1,8899420-8900240,0.82,unlabeled,4,3,1,2,1,T,15,None
12:19:02 20Jan2020,TSMA21,6216,chunk22,FA1,8925155-8925855,0.7,unlabeled,4,0,2,2,1,T,9,None
12:19:13 20Jan2020,TSMA21,6216,chunk23,FA1,13959689-13960788,1.099,unlabeled,4,2,4,4,0,A,9,None
12:18:33 20Jan2020,TSMA21,6216,chunk19,FA1,7598640-7599983,1.343,unlabeled,4,0,2,3,1,T,14,None
12:19:40 20Jan2020,TSMA21,6216,chunk26,FA1,14203533-14205168,1.635,unlabeled,4,4,4,4,1,A,10,None
12:19:56 20Jan2020,TSMA21,6216,chunk27,FA1,16611490-16612680,1.19,unlabeled,4,0,2,2,0,T,13,None
12:19:26 20Jan2020,TSMA21,6216,chunk25,FA1,14149402-14152358,2.956,unlabeled,4,1,4,4,1,A,11,None
12:16:49 20Jan2020,TSMA21,6216,chunk8,FA1,3515940-3516796,0.856,unlabeled,4,4,4,3,2,T,11,None
12:16:15 20Jan2020,TSMA21,6216,chunk6,FA1,3379906-3381336,1.43,unlabeled,4,4,4,4,4,T,5,None
12:16:25 20Jan2020,TSMA21,6216,chunk6,FA1,3416695-3417536,0.841,unlabeled,4,3,2,3,2,T,8,None
12:16:35 20Jan2020,TSMA21,6216,chunk6,FA1,3418508-3419292,0.784,unlabeled,4,3,4,4,2,T,8,None
12:21:09 20Jan2020,TSMA21,6216,chunk44,FA1,27346765-27347395,0.63,unlabeled,4,0,3,2,0,T,14,None
12:15:38 20Jan2020,TSMA21,6216,chunk2,FA1,1571982-1572568,0.586,unlabeled,4,0,2,1,0,T,8,None
12:15:56 20Jan2020,TSMA21,6216,chunk2,FA1,1593641-1594978,1.337,unlabeled,4,3,2,3,1,T,16,None
12:21:21 20Jan2020,TSMA21,6216,chunk46,FA1,29105449-29105838,0.389,unlabeled,4,4,4,4,3,A,9,None
12:20:44 20Jan2020,TSMA21,6216,chunk40,FA3,24044935-24045985,1.05,unlabeled,4,0,2,2,0,T,10,None
12:20:53 20Jan2020,TSMA21,6216,chunk40,FA4,24079694-24080525,0.831,unlabeled,4,3,3,3,2,A,7,None
12:15:08 20Jan2020,TSMA21,6216,chunk1,FA1,896410-897570,1.16,unlabeled,4,2,3,4,4,T,9,None
12:15:19 20Jan2020,TSMA21,6216,chunk1,FA1,903695-906725,3.03,unlabeled,4,4,4,4,4,T,10,None
12:15:28 20Jan2020,TSMA21,6216,chunk1,FA1,921780-923340,1.56,unlabeled,4,4,4,4,4,T,7,None
12:16:06 20Jan2020,TSMA21,6216,chunk5,FA1,1856421-1857458,1.037,unlabeled,4,3,3,3,2,T,7,None
12:12:26 20Jan2020,TSMA21,7326,chunk28,FA1,18525254-18527720,2.466,unlabeled,4,4,4,4,2,T,11,None
12:12:38 20Jan2020,TSMA21,7326,chunk28,FA1,18534227-18534876,0.649,unlabeled,4,4,4,4,1,T,10,None
12:12:49 20Jan2020,TSMA21,7326,chunk29,FA1,18576890-18577683,0.793,unlabeled,4,0,1,1,0,T,8,None
12:13:08 20Jan2020,TSMA21,7326,chunk29,FA1,18601468-18602461,0.993,unlabeled,4,2,2,2,2,C,7,None
12:13:19 20Jan2020,TSMA21,7326,chunk29,FA1,18603256-18604790,1.534,unlabeled,4,0,1,0,0,C,9,None
12:13:00 20Jan2020,TSMA21,7326,chunk29,FA1,18578870-18580584,1.714,unlabeled,4,4,4,4,2,T,8,None
12:07:15 20Jan2020,TSMA21,7326,chunk23,FA1,14995127-14996124,0.997,unlabeled,3,0,1,0,1,T,25,None
12:11:00 20Jan2020,TSMA21,7326,chunk26,FA1,18405145-18405655,0.51,unlabeled,4,0,3,4,0,T,9,None
12:10:19 20Jan2020,TSMA21,7326,chunk26,FA1,18395713-18397176,1.463,unlabeled,4,0,4,2,0,T,22,None
12:11:54 20Jan2020,TSMA21,7326,chunk26,FA1,18423398-18423828,0.43,unlabeled,4,4,2,2,3,T,11,None
12:11:11 20Jan2020,TSMA21,7326,chunk26,FA1,18409602-18410719,1.117,unlabeled,4,3,3,3,2,T,10,None
12:11:41 20Jan2020,TSMA21,7326,chunk26,FA1,18422117-18422730,0.613,unlabeled,4,2,2,2,2,T,8,None
12:11:32 20Jan2020,TSMA21,7326,chunk26,FA1,18412204-18413393,1.189,unlabeled,4,0,3,3,0,T,18,None
12:10:49 20Jan2020,TSMA21,7326,chunk26,FA1,18402613-18403959,1.346,unlabeled,4,1,3,2,0,T,14,None
12:09:56 20Jan2020,TSMA21,7326,chunk26,FA1,18388405-18388981,0.576,unlabeled,4,2,3,3,2,T,10,None
12:10:33 20Jan2020,TSMA21,7326,chunk26,FA1,18399092-18399692,0.6,unlabeled,4,2,1,2,1,T,13,None
12:12:12 20Jan2020,TSMA21,7326,chunk26,FA1,18424348-18425015,0.667,unlabeled,3,0,1,0,1,T,16,None
12:08:13 20Jan2020,TSMA21,7326,chunk24,FA1,15076500-15078229,1.729,unlabeled,4,2,1,1,3,T,18,None
12:07:54 20Jan2020,TSMA21,7326,chunk24,FA1,15047442-15048349,0.907,unlabeled,3,0,1,0,1,T,14,None
12:09:10 20Jan2020,TSMA21,7326,chunk24,FA1,15089434-15090934,1.5,unlabeled,4,3,4,4,2,T,11,None
12:08:27 20Jan2020,TSMA21,7326,chunk24,FA1,15079106-15079778,0.672,unlabeled,4,3,2,2,1,T,12,None
12:08:45 20Jan2020,TSMA21,7326,chunk24,FA1,15085418-15086016,0.598,unlabeled,4,1,2,2,1,T,17,None
12:08:58 20Jan2020,TSMA21,7326,chunk24,FA1,15088057-15088786,0.729,unlabeled,3,2,2,2,2,T,11,None
12:09:26 20Jan2020,TSMA21,7326,chunk25,FA1,15114549-15114909,0.36,unlabeled,3,1,1,1,0,T,13,None
12:09:43 20Jan2020,TSMA21,7326,chunk25,FA1,15122295-15122754,0.459,unlabeled,3,2,2,1,3,T,14,None
12:06:24 20Jan2020,TSMA21,7326,chunk9,FA1,6935357-6936418,1.061,unlabeled,3,2,2,2,1,T,11,None
12:06:11 20Jan2020,TSMA21,7326,chunk9,FA1,6927496-6928764,1.268,unlabeled,3,0,3,2,0,T,14,None
12:06:47 20Jan2020,TSMA21,7326,chunk9,FA1,6940080-6941386,1.306,unlabeled,4,1,2,1,0,T,22,None
12:05:55 20Jan2020,TSMA21,7326,chunk8,FA2,6566153-6566884,0.731,unlabeled,3,0,1,0,0,A,11,None
12:05:33 20Jan2020,TSMA21,7326,chunk8,FA1,6565776-6566730,0.954,unlabeled,3,0,3,1,0,T,19,None
12:14:24 20Jan2020,TSMA21,7326,chunk34,FA1,27400012-27400851,0.839,unlabeled,4,0,2,1,0,T,16,None
12:14:06 20Jan2020,TSMA21,7326,chunk34,FA1,27398758-27399208,0.45,unlabeled,3,1,0,0,1,T,22,None
12:14:47 20Jan2020,TSMA21,7326,chunk44,FA1,28471290-28472340,1.05,unlabeled,4,0,0,0,3,T,7,None
12:03:16 20Jan2020,TSMA21,7326,chunk2,FA2,3901270-3902450,1.18,unlabeled,4,0,0,0,0,A,29,None
12:13:41 20Jan2020,TSMA21,7326,chunk32,FA1,27157897-27158433,0.536,unlabeled,3,1,0,1,0,T,17,None
12:05:11 20Jan2020,TSMA21,7326,chunk6,FA1,4402455-4403095,0.64,unlabeled,3,2,0,0,1,T,29,None
12:14:35 20Jan2020,TSMA21,7326,chunk42,FA1,28064949-28065690,0.741,unlabeled,4,4,4,4,1,T,7,None
12:21:43 20Jan2020,TSMA21,8179,chunk7,FA1,2410119-2410990,0.871,unlabeled,4,3,2,1,0,A,16,None
12:22:14 20Jan2020,TSMA21,8179,chunk21,FA2,16292865-16295496,2.631,unlabeled,4,1,1,1,3,A,15,None
12:22:23 20Jan2020,TSMA21,8179,chunk21,FA3,16296446-16297291,0.845,unlabeled,4,1,1,1,1,A,7,None
12:22:36 20Jan2020,TSMA21,8179,chunk48,FA1,30255737-30256840,1.103,unlabeled,4,2,2,1,1,C,10,None
12:21:54 20Jan2020,TSMA21,8179,chunk16,FA2,13865540-13865908,0.368,unlabeled,4,0,0,0,1,A,8,None
11:08:47 20Jan2020,TSMA20,3026,chunk12,FA1,5890449-5891500,1.051,unlabeled,3,0,2,2,0,T,10,None
11:08:12 20Jan2020,TSMA20,3026,chunk11,FA1,5815842-5816239,0.397,unlabeled,1,0,2,0,0,T,6,None
11:08:22 20Jan2020,TSMA20,3026,chunk11,FA1,5830066-5830586,0.52,unlabeled,1,2,0,2,0,T,8,None
11:08:34 20Jan2020,TSMA20,3026,chunk11,FA1,5836985-5837401,0.416,unlabeled,4,3,0,2,1,T,11,None
11:08:02 20Jan2020,TSMA20,3026,chunk10,FA1,5749130-5750280,1.15,unlabeled,3,2,0,0,0,T,8,None
11:09:16 20Jan2020,TSMA20,3026,chunk15,FA1,8982657-8983773,1.116,unlabeled,1,0,0,2,0,T,14,None
11:09:28 20Jan2020,TSMA20,3026,chunk15,FA1,8984620-8985943,1.323,unlabeled,3,1,2,2,0,T,11,None
11:08:59 20Jan2020,TSMA20,3026,chunk14,FA1,8926110-8927480,1.37,unlabeled,3,0,0,2,0,T,9,None
11:10:13 20Jan2020,TSMA20,3026,chunk22,FA1,17053090-17053610,0.52,unlabeled,3,2,1,1,0,T,10,None
11:10:02 20Jan2020,TSMA20,3026,chunk22,FA1,17050830-17051630,0.8,unlabeled,3,1,1,2,1,T,7,None
11:09:41 20Jan2020,TSMA20,3026,chunk19,FA1,13578840-13579290,0.45,unlabeled,3,2,0,0,3,T,10,None
11:10:42 20Jan2020,TSMA20,3026,chunk27,FA1,29288558-29289409,0.851,unlabeled,3,1,0,2,2,T,11,None
11:10:29 20Jan2020,TSMA20,3026,chunk24,FA1,17218110-17220010,1.9,unlabeled,4,3,1,3,0,T,13,None
11:10:56 20Jan2020,TSMA20,3026,chunk29,FA1,29389847-29393064,3.217,unlabeled,1,0,1,2,0,C,11,None
11:07:39 20Jan2020,TSMA20,3026,chunk1,FA1,1725530-1728100,2.57,unlabeled,4,0,2,2,0,T,8,None
11:11:08 20Jan2020,TSMA20,3026,chunk40,FA1,32554839-32555510,0.671,unlabeled,3,0,3,2,0,C,8,None
11:11:19 20Jan2020,TSMA20,3026,chunk40,FA1,32560745-32561244,0.499,unlabeled,2,0,2,2,0,A,9,None
11:09:52 20Jan2020,TSMA20,3026,chunk20,FA1,15454646-15455780,1.134,unlabeled,4,0,3,2,0,T,8,None
11:11:30 20Jan2020,TSMA20,3026,chunk42,FA1,32681267-32682600,1.333,unlabeled,1,1,0,1,1,C,8,None
11:07:52 20Jan2020,TSMA20,3026,chunk4,FA1,1937561-1939172,1.611,unlabeled,3,1,0,0,2,C,10,None
11:02:12 20Jan2020,TSMA20,2109,chunk12,FA1,14465746-14466302,0.556,unlabeled,4,0,4,2,0,A,9,None
11:02:02 20Jan2020,TSMA20,2109,chunk12,FA1,14427593-14428162,0.569,unlabeled,1,0,0,1,0,A,9,None
11:01:13 20Jan2020,TSMA20,2109,chunk11,FA1,14380507-14382394,1.887,unlabeled,3,1,2,2,0,A,14,None
11:01:49 20Jan2020,TSMA20,2109,chunk11,FA1,14420204-14421186,0.982,unlabeled,1,0,1,1,0,A,9,None
11:01:27 20Jan2020,TSMA20,2109,chunk11,FA1,14395418-14396095,0.677,unlabeled,4,2,0,1,4,A,11,None
11:01:39 20Jan2020,TSMA20,2109,chunk11,FA1,14397366-14398302,0.936,unlabeled,2,0,0,1,0,A,11,None
11:00:54 20Jan2020,TSMA20,2109,chunk10,FA1,14354387-14355944,1.557,unlabeled,3,0,2,1,0,A,14,None
11:00:39 20Jan2020,TSMA20,2109,chunk10,FA1,14351526-14352189,0.663,unlabeled,1,0,0,0,1,A,15,None
11:02:29 20Jan2020,TSMA20,2109,chunk17,FA1,18168308-18168732,0.424,unlabeled,4,0,0,0,2,T,14,None
11:04:24 20Jan2020,TSMA20,2109,chunk22,FA1,22922720-22923548,0.828,unlabeled,3,2,0,0,1,T,9,None
11:03:50 20Jan2020,TSMA20,2109,chunk22,FA1,22910806-22912224,1.418,unlabeled,4,0,0,0,1,T,10,None
11:04:13 20Jan2020,TSMA20,2109,chunk22,FA1,22913178-22916060,2.882,unlabeled,3,0,0,0,1,T,22,None
11:05:39 20Jan2020,TSMA20,2109,chunk26,FA1,25228708-25229502,0.794,unlabeled,2,0,1,1,1,T,3,None
11:05:50 20Jan2020,TSMA20,2109,chunk26,FA1,25232574-25232876,0.302,unlabeled,3,0,1,1,0,T,9,None
11:06:00 20Jan2020,TSMA20,2109,chunk26,FA1,25249904-25250976,1.072,unlabeled,4,0,1,2,0,T,9,None
11:03:19 20Jan2020,TSMA20,2109,chunk19,FA1,22712384-22713280,0.896,unlabeled,3,2,0,0,3,T,9,None
11:02:42 20Jan2020,TSMA20,2109,chunk18,FA1,20214430-20214808,0.378,unlabeled,4,1,0,2,0,T,9,None
11:03:06 20Jan2020,TSMA20,2109,chunk18,FA1,20226792-20227076,0.284,unlabeled,3,3,0,2,0,T,9,None
11:02:56 20Jan2020,TSMA20,2109,chunk18,FA1,20221108-20221570,0.462,unlabeled,3,1,0,1,0,T,12,None
11:06:37 20Jan2020,TSMA20,2109,chunk31,FA1,30760496-30760800,0.304,unlabeled,4,2,0,0,4,T,13,None
11:06:50 20Jan2020,TSMA20,2109,chunk31,FA1,30768460-30768992,0.532,unlabeled,4,3,0,2,1,T,11,None
11:06:12 20Jan2020,TSMA20,2109,chunk28,FA1,29290304-29290976,0.672,unlabeled,3,0,0,2,1,T,8,None
11:06:22 20Jan2020,TSMA20,2109,chunk28,FA1,29295990-29296388,0.398,unlabeled,4,0,2,2,0,T,7,None
11:04:37 20Jan2020,TSMA20,2109,chunk24,FA1,24357316-24357612,0.296,unlabeled,4,1,0,2,0,T,10,None
11:04:51 20Jan2020,TSMA20,2109,chunk25,FA1,24596984-24597664,0.68,unlabeled,3,0,0,2,2,T,10,None
11:05:00 20Jan2020,TSMA20,2109,chunk25,FA1,24619425-24619972,0.547,unlabeled,4,0,2,1,1,T,8,None
10:59:48 20Jan2020,TSMA20,2109,chunk8,FA1,4344579-4344940,0.361,unlabeled,3,3,1,2,1,T,22,None
11:00:21 20Jan2020,TSMA20,2109,chunk8,FA1,4370749-4371725,0.976,unlabeled,4,0,0,0,3,T,13,None
11:00:07 20Jan2020,TSMA20,2109,chunk8,FA1,4347224-4347914,0.69,unlabeled,4,1,3,2,0,T,9,None
10:59:24 20Jan2020,TSMA20,2109,chunk8,FA1,4338665-4338989,0.324,unlabeled,2,0,2,1,0,T,9,None
10:58:53 20Jan2020,TSMA20,2109,chunk8,FA1,4328280-4328639,0.359,unlabeled,2,0,0,0,2,T,9,None
10:59:04 20Jan2020,TSMA20,2109,chunk8,FA1,4328834-4329069,0.235,unlabeled,1,0,0,0,2,T,9,None
10:59:56 20Jan2020,TSMA20,2109,chunk8,FA1,4346605-4346841,0.236,unlabeled,0,0,0,0,3,T,6,None
10:59:14 20Jan2020,TSMA20,2109,chunk8,FA1,4331305-4331502,0.197,unlabeled,3,0,0,0,0,T,8,None
10:55:57 20Jan2020,TSMA20,2109,chunk3,FA1,3673484-3676022,2.538,unlabeled,2,0,1,3,0,T,20,None
10:56:11 20Jan2020,TSMA20,2109,chunk3,FA1,3676723-3677069,0.346,unlabeled,3,0,0,0,1,T,12,None
10:55:05 20Jan2020,TSMA20,2109,chunk2,FA1,3606215-3606377,0.162,unlabeled,1,0,0,0,2,T,16,None
10:55:21 20Jan2020,TSMA20,2109,chunk2,FA1,3650280-3651174,0.894,unlabeled,3,0,3,1,0,T,15,None
10:54:44 20Jan2020,TSMA20,2109,chunk1,FA1,3593258-3593900,0.642,unlabeled,4,2,0,0,4,T,10,None
10:54:14 20Jan2020,TSMA20,2109,chunk1,FA1,3544029-3545144,1.115,unlabeled,2,1,0,0,3,T,71,None
10:54:31 20Jan2020,TSMA20,2109,chunk1,FA1,3579785-3580395,0.61,unlabeled,3,1,3,2,0,T,15,None
11:07:20 20Jan2020,TSMA20,2109,chunk32,FA1,31670300-31670760,0.46,unlabeled,1,1,1,0,0,T,10,None
11:07:09 20Jan2020,TSMA20,2109,chunk32,FA1,31660680-31660968,0.288,unlabeled,3,2,0,1,1,T,8,None
10:58:39 20Jan2020,TSMA20,2109,chunk7,FA1,4184903-4185702,0.799,unlabeled,2,0,1,0,0,T,12,None
10:57:34 20Jan2020,TSMA20,2109,chunk6,FA1,4104430-4104798,0.368,unlabeled,3,2,1,1,2,T,14,None
10:57:48 20Jan2020,TSMA20,2109,chunk6,FA1,4127990-4129054,1.064,unlabeled,4,3,0,2,2,T,13,None
10:58:02 20Jan2020,TSMA20,2109,chunk6,FA1,4132669-4133090,0.421,unlabeled,4,1,0,1,2,T,12,None
10:58:17 20Jan2020,TSMA20,2109,chunk6,FA1,4137008-4137831,0.823,unlabeled,3,1,3,1,0,T,12,None
10:56:53 20Jan2020,TSMA20,2109,chunk6,FA1,4095542-4095903,0.361,unlabeled,4,0,3,1,0,T,14,None
10:57:19 20Jan2020,TSMA20,2109,chunk6,FA1,4102388-4102896,0.508,unlabeled,3,2,0,0,4,T,12,None
10:57:06 20Jan2020,TSMA20,2109,chunk6,FA1,4098584-4098812,0.228,unlabeled,4,0,0,0,3,T,11,None
10:56:36 20Jan2020,TSMA20,2109,chunk5,FA1,4030674-4030807,0.133,unlabeled,1,1,0,0,0,T,21,None
11:03:37 20Jan2020,TSMA20,2109,chunk21,FA1,22855732-22856108,0.376,unlabeled,1,0,0,1,0,T,16,None
11:12:49 20Jan2020,TSMA20,8787,chunk13,FA2,9143766-9144855,1.089,unlabeled,4,2,0,0,3,T,10,None
11:12:25 20Jan2020,TSMA20,8787,chunk13,FA2,9132966-9133988,1.022,unlabeled,3,3,0,2,0,T,16,None
11:11:57 20Jan2020,TSMA20,8787,chunk12,FA2,9057065-9057565,0.5,unlabeled,1,1,0,2,0,T,11,None
11:12:06 20Jan2020,TSMA20,8787,chunk12,FA2,9088700-9089200,0.5,unlabeled,3,2,0,1,2,T,8,None
11:13:42 20Jan2020,TSMA20,8787,chunk18,FA2,9500970-9501470,0.5,unlabeled,3,1,3,1,0,T,9,None
11:14:00 20Jan2020,TSMA20,8787,chunk18,FA2,9526050-9526600,0.55,unlabeled,4,1,3,2,0,T,17,None
11:13:27 20Jan2020,TSMA20,8787,chunk17,FA2,9390142-9390804,0.662,unlabeled,4,2,0,1,4,T,11,None
11:16:40 20Jan2020,TSMA20,8787,chunk38,FA1,25687416-25688388,0.972,unlabeled,3,2,0,2,2,A,6,None
11:16:32 20Jan2020,TSMA20,8787,chunk38,FA1,25684779-25685401,0.622,unlabeled,1,0,1,1,0,A,9,None
11:13:12 20Jan2020,TSMA20,8787,chunk14,FA2,9202608-9205123,2.515,unlabeled,3,3,1,2,1,A,9,None
11:13:01 20Jan2020,TSMA20,8787,chunk14,FA2,9183157-9184142,0.985,unlabeled,3,2,0,0,2,T,9,None
11:14:12 20Jan2020,TSMA20,8787,chunk20,FA1,14545620-14546254,0.634,unlabeled,3,2,2,2,2,C,9,None
11:14:24 20Jan2020,TSMA20,8787,chunk21,FA1,14601533-14601986,0.453,unlabeled,1,1,0,0,2,C,8,None
11:14:33 20Jan2020,TSMA20,8787,chunk21,FA1,14654466-14654861,0.395,unlabeled,2,2,0,1,3,C,7,None
11:15:34 20Jan2020,TSMA20,8787,chunk31,FA2,19487165-19487565,0.4,unlabeled,3,2,0,1,1,T,8,None
11:15:00 20Jan2020,TSMA20,8787,chunk27,FA1,15261275-15261815,0.54,unlabeled,1,2,1,2,0,T,9,None
11:14:49 20Jan2020,TSMA20,8787,chunk27,FA1,15247140-15247970,0.83,unlabeled,3,3,2,3,0,T,14,None
11:15:13 20Jan2020,TSMA20,8787,chunk30,FA2,19405200-19407670,2.47,unlabeled,4,3,2,4,1,T,10,None
11:15:23 20Jan2020,TSMA20,8787,chunk30,FA2,19437965-19438269,0.304,unlabeled,2,2,0,1,0,T,9,None
11:15:44 20Jan2020,TSMA20,8787,chunk32,FA2,19515289-19516639,1.35,unlabeled,3,2,0,1,3,A,8,None
11:16:03 20Jan2020,TSMA20,8787,chunk32,FA2,19543969-19547395,3.426,unlabeled,4,2,1,2,3,C,9,None
11:15:53 20Jan2020,TSMA20,8787,chunk32,FA2,19535129-19537143,2.014,unlabeled,3,2,0,2,4,C,6,None
11:16:50 20Jan2020,TSMA20,8787,chunk47,FA2,28186905-28188000,1.095,unlabeled,4,3,2,2,3,T,8,None
11:16:21 20Jan2020,TSMA20,8787,chunk37,FA1,25568287-25570482,2.195,unlabeled,3,3,0,3,4,C,12,None
13:25:40 20Jan2020,TSMA23,3026,chunk12,FA1,5890449-5891500,1.051,unlabeled,0,0,3,1,0,T,15,None
13:24:41 20Jan2020,TSMA23,3026,chunk11,FA1,5815842-5816239,0.397,unlabeled,4,1,4,0,0,T,9,None
13:25:11 20Jan2020,TSMA23,3026,chunk11,FA1,5830066-5830586,0.52,unlabeled,0,0,0,2,1,T,28,None
